idx,y_true,p_y1_r0,p_y1_r1,p_y1_r2,p_y1_r3,p_y1_r4,p_y1_r5,p_y1_r6,p_y1_r7,p_y1_r8,p_y1_r9,p_y1_r10,p_y1_r11,p_y1_r12,p_y1_r13,p_y1_r14,p_y1_r15,p_y1_r16,p_y1_r17,p_y1_r18,p_y1_r19,p_y1_mean,p_y1_std
34,0,0.451982410544818,0.469844833833083,0.3812925820920477,0.42886156809779363,0.4294709135175189,0.4228870894665187,0.39025029558041296,0.3852685766268697,0.3703636960301089,0.34902833185683046,0.42230250319636525,0.4650522097400546,0.4849283281521184,0.3644035314628784,0.4618540219615531,0.40739508668268787,0.36047205960254725,0.37188977996351785,0.4248466363048214,0.45438710267278576,0.41483907786926666,0.0403472395046921
35,0,0.13650712898535186,0.12757380271325025,0.1072129947244091,0.13812657173460138,0.18015146211549485,0.13364524589979637,0.1389257501593299,0.13677811070447551,0.11490541179510265,0.15274699995151508,0.11252156301719128,0.09994125351085853,0.0838542335522704,0.13734513486093775,0.09812569180899251,0.12891577727838882,0.13434240662806557,0.13194107140873074,0.11457808617184197,0.10598912463460519,0.1257063910827605,0.021107692202574763
36,0,0.01053468490846476,0.011717868311857102,0.008378131549135602,0.013249630574666474,0.012098767385605171,0.011947515389096313,0.009682301593259435,0.009309784313893397,0.01455466552774972,0.013269908497271991,0.012463363380639038,0.014284374956343045,0.00942638232311019,0.014263244965794909,0.014486248787603061,0.010226562321240052,0.012304457816754148,0.009472788628266532,0.006590970883582609,0.01302697618031883,0.01156443141473262,0.0022041945965150674
37,0,0.3943995031730085,0.31386946015286304,0.30905788805251183,0.3008379581272892,0.36439876521349596,0.3205558149314288,0.2922223194536577,0.37694669597090363,0.3168678669155692,0.3567291077375464,0.29177644797845365,0.2898839801825991,0.3794374049355755,0.33363517367046047,0.30599364025350956,0.2697870579221803,0.34704746727081487,0.23648554045580755,0.310980433646439,0.3837244278477556,0.32473184769459346,0.04058636976042239
38,0,0.02156398315844562,0.026077576039281486,0.0308160392594713,0.02252473897575014,0.02166640181586392,0.01958241851702321,0.02549192847735396,0.0262693613018401,0.024465673158072646,0.025870583407026002,0.018118523728949766,0.0280608025949751,0.0268504206408316,0.016913421971226313,0.022019558712349518,0.02790208020700626,0.025568474852982765,0.02916340007239589,0.029505484183250576,0.014778189787270232,0.024160453043068318,0.004286435421726949
39,0,0.04095564815935065,0.042400216042494526,0.05220700097915636,0.04598793514001226,0.03737008655441904,0.0386523743630077,0.041243231733174825,0.03838764225357135,0.03706497400491508,0.023704503686259877,0.03189318509716969,0.037712979888732415,0.03611796106574814,0.04432312836788792,0.043891995842853936,0.042747139587381744,0.0384338762526911,0.04496251887656105,0.03792542416733636,0.04298443744746234,0.03994831297550931,0.00568426600409789
40,0,0.0647719322712866,0.08779862495250072,0.08084615926150718,0.07562339167231387,0.09713751533289011,0.07352000743551526,0.08319184025725443,0.08104642512663711,0.07620994766936177,0.08944171464409219,0.08765513980459821,0.08775663436436301,0.0773240225502139,0.10358585163175056,0.07118241248378714,0.08771662413671671,0.09375330438557566,0.083583778019983,0.06906341176715078,0.10082239083003562,0.08360155642987668,0.010193946408346586
41,0,0.26700676782521987,0.3289593238482738,0.25971156519805383,0.2847842872896181,0.2735868456514365,0.2683258198234948,0.2835096457930764,0.26497669920834016,0.3361303863779662,0.29151406256067686,0.21822155674596166,0.3053590910171868,0.2473110766401889,0.25358992013603093,0.30785384972644864,0.21418301811543247,0.27831994581478564,0.2698324066277466,0.2936685547865664,0.2665476808062956,0.27566962519963994,0.03010926694171969
42,0,0.8257710980264108,0.8417663606863407,0.8192022532968587,0.8077989092541626,0.7892587800903762,0.7788756138433521,0.8026019061712778,0.8143687976124245,0.8261219622569028,0.8367423353356066,0.7969030919539991,0.7904867518031523,0.8173152304170548,0.8121483137062084,0.8121092445958513,0.8222417682963169,0.7775678153873357,0.7976751162934634,0.8490529260529669,0.8266425234036456,0.8122325399241854,0.01932106652215272
43,0,0.21594539372686444,0.3191117976367582,0.29895604037817514,0.26570685758947155,0.28874975340104725,0.2706804356115788,0.27649382980860226,0.29342501761819106,0.2937810219558182,0.2953145673997298,0.3032787470454243,0.26334678523518856,0.24112120773414308,0.2914380244875728,0.28031676162412494,0.3038144627791432,0.2708358825631681,0.3104065667388097,0.26965160996671184,0.24917441232630988,0.2800774587813416,0.02456757405250133
44,0,0.07088745417762811,0.07516819896415658,0.07377348807020827,0.07014080607189525,0.06291990247914872,0.05726886994887106,0.06643257784983289,0.05837043685557001,0.07434214490728522,0.06808229243937733,0.08685956435094551,0.059147758725180744,0.05519363875642426,0.0598061531753995,0.08134341721183481,0.07165306966025298,0.0723775933481355,0.09089301347416606,0.06535194638696629,0.06788267857658517,0.06939475027149322,0.009332652174188183
45,0,0.08762924214137482,0.07635323242964735,0.08547488404519467,0.06848899268294094,0.06027723520553407,0.06510152189708687,0.0843517561385103,0.085143364370355,0.06929106112508261,0.07505384036915623,0.05731046107477305,0.06760900781080904,0.08545189050207556,0.0736177426034428,0.08728403306385871,0.07162250197436856,0.06856018418331286,0.07685554917763127,0.06245876172014097,0.08295972946081247,0.07454474959880539,0.00936359036885138
46,0,0.05092352158067545,0.057142665831702265,0.06604707910571114,0.06304309872258429,0.08001638810701055,0.07712091443749271,0.05110737806423419,0.05061117512994927,0.06478939455339273,0.07242469953137162,0.08051716650085011,0.05857191636117564,0.06320205486087206,0.053003471556735626,0.0637056501806239,0.04914152215643114,0.06568800349106173,0.06928858390904118,0.05052083197831902,0.05725202527872188,0.06220587706689782,0.00976537746872471
47,0,0.0566395234846427,0.08267572898802819,0.08506485697788829,0.06546917606364847,0.08687973187328911,0.08043160246173,0.08075067409080629,0.08690876443855708,0.047323374369662365,0.07688048813707057,0.07456443110006342,0.07871864238419035,0.06506724362134135,0.09632974911355292,0.08726256600310121,0.05966656239516476,0.08431569145914862,0.08494444920314981,0.08026954946516804,0.05228546048810074,0.07562241330591521,0.012996111597699533
48,0,0.10559559874543868,0.08233447541737005,0.09067810774058639,0.06954871127700252,0.107287776790132,0.1004974684217507,0.11161535020241915,0.0754877730039561,0.08818611095256293,0.11468371246219501,0.08431654229637985,0.09848040978161096,0.10721233147883986,0.12691087778956053,0.09944232281343265,0.09890385734792556,0.0993612479010963,0.10803088270807963,0.07365587014881465,0.08446037269489161,0.09633448999870224,0.01459374340942918
49,0,0.024317761576003103,0.029532630899729587,0.023632079621204123,0.017158612873283914,0.019824238965879155,0.029168060147407773,0.024336333583862876,0.02148287253096366,0.028261149270530955,0.02394697570268689,0.024230273400246773,0.028463198345211493,0.03667898903815609,0.03201786880735773,0.02918764769644348,0.01955816778919926,0.01606018084654672,0.023361007451106246,0.020890112494422537,0.02731067828760563,0.0249709419663924,0.0050164239109135676
50,0,0.5699587211496551,0.5533054814826652,0.576304735540484,0.6104811121701782,0.687711100676059,0.5807798117628225,0.5860167920080979,0.6994046055580313,0.565377986519408,0.603407083169208,0.5481867575479239,0.5702463699917212,0.5475073875279693,0.5375684660040677,0.6408451077785956,0.6069580572808974,0.5886618015824077,0.5981800605515217,0.5987627377823932,0.6212372175732443,0.5945450696828675,0.04185272808728818
51,0,0.9405323458543348,0.936186485085383,0.9468973767417366,0.9417436977935745,0.9145333775411176,0.9491676454155827,0.9512924852398801,0.926611306591328,0.932838143497483,0.9341312920617442,0.9497298665600354,0.9502858201822423,0.9447624135207044,0.9360718572054283,0.9469543426119115,0.9432476073895543,0.9486616265388208,0.9509388709882802,0.9501786173239765,0.9384770953742515,0.9416621136758687,0.009309643552075334
52,0,0.0316847823474264,0.03386084726859863,0.025428199107934122,0.034541477773091606,0.037051402507798294,0.023697112104352203,0.03158489565935284,0.032549337005965656,0.02213214054363131,0.025930381137924712,0.029812794080509405,0.03016189859328516,0.027436084435934347,0.029535885492140958,0.029897201835007096,0.0340548622887043,0.022209026948144285,0.038425062723719275,0.03823715032857989,0.034573083790491364,0.0306401812986296,0.004856678668401541
53,0,0.02088529016254552,0.026594611345724276,0.026094205304142165,0.025958525743798894,0.0281094030763676,0.020807956500691237,0.021096763455870585,0.0231904393609564,0.023565102813317914,0.021478022274104714,0.02602739699492458,0.030327068589689907,0.024902830388370024,0.024888052352309634,0.021340335030799053,0.018974460132715237,0.019341492498453648,0.026822562904258374,0.01939594421869459,0.01658008869281172,0.023319027592027305,0.0034791320771574473
54,0,0.19067912038733656,0.19255437691528265,0.17620908338797184,0.2104074502466712,0.1951084349204126,0.17102696590436572,0.20180679841747928,0.2151368574376715,0.2122801184062966,0.21184515102158857,0.2282149114318595,0.16094106740347486,0.21548547840016435,0.19981035951910406,0.21413266934601086,0.23185587482090372,0.19903188875180972,0.16164978999519952,0.2501076923290767,0.20396769553357183,0.20211258922881262,0.02223565380523167
55,0,0.19892681716232238,0.20602727535134094,0.20176903528663154,0.18804534820135418,0.18737105865633033,0.2671593242947646,0.2549043130979123,0.17548134231098772,0.2377830142338101,0.1759912489566837,0.1975024278231909,0.2092921916365304,0.17162392202118437,0.191664475969739,0.24329554805666984,0.21386863513413978,0.19359498682189805,0.1768135768060465,0.2292045803820153,0.23630646394587884,0.20783127930747153,0.02741372278227991
56,0,0.12735989559027788,0.18940034411966844,0.1613628632727306,0.2186331809222959,0.20549445656456375,0.2692999732161161,0.13637046304780598,0.2207676964076951,0.20614031748215053,0.19558891514306795,0.18288335674723286,0.1726179276094433,0.21130266035337747,0.19777341298979786,0.24043880976934592,0.15347488994094802,0.20352823949949195,0.20788631363362256,0.22284575371465315,0.1933305293713073,0.19582499996977962,0.033065542136051486
57,0,0.05199252025618446,0.03897512110722405,0.05186909091936796,0.050019493385859884,0.0601815787094985,0.07858526975127059,0.05134941273713935,0.05009687951660598,0.04634563780552517,0.05102416170045245,0.0687459512894007,0.04604622544740284,0.04912957454360638,0.05592715737676188,0.04534691300109653,0.05461478763957756,0.04702496741586072,0.05507021495660383,0.06267656000692606,0.06256452736597701,0.05387930224661709,0.008843211458801755
58,0,0.23861622637513802,0.1660717944800982,0.21536904967020595,0.2401090519130863,0.18388229354290903,0.2534521934134896,0.25478247860705483,0.19343739918983588,0.26499021773948606,0.19442926273819636,0.22219481352834872,0.23534009561146663,0.255177094369916,0.2506720560060698,0.23304174198740568,0.24793791238492605,0.20869482671597964,0.2389327190417009,0.2432337210148946,0.19779795423451293,0.22690814512823612,0.027047220277318606
59,0,0.04802709660054876,0.02960394393290687,0.03437322571401373,0.04696358945893798,0.044067820206339474,0.0441379654981531,0.0424159845155104,0.050408503763422687,0.04651225200213294,0.053029594357693347,0.041454759784483014,0.04035406217150817,0.0450231322493172,0.0640474797337589,0.029262833784437503,0.03608168925425474,0.041288983558130314,0.04179167267022066,0.04137900078161595,0.06345061228873097,0.04418371011630583,0.00881963315752032
60,0,0.26475138366946016,0.2917362595962182,0.17552342078137323,0.2664921361860717,0.2865640344439734,0.2379627301913193,0.27819616970381533,0.2401857911454453,0.28807420908093984,0.3101734882405894,0.2768977203953174,0.231427670880357,0.30578139955755984,0.22976908040292615,0.2686638685859523,0.26340293792279823,0.26730530370032574,0.2607390751479327,0.24783691230379304,0.2160007831370744,0.2603742187536622,0.031434155119369374
61,0,0.2165949913100399,0.22255999958345865,0.19501568653076523,0.17719476861831532,0.17943599045344027,0.19853444874192985,0.15868925355490196,0.1474361262353318,0.1495167123876425,0.16702374013684546,0.19321822268978245,0.19532821879025997,0.16332038167048332,0.2662761372018565,0.20695023215514105,0.16152139227347073,0.21622367671739157,0.31264343647155685,0.33674870748969893,0.22745346541750602,0.20458427942149093,0.04958821377368291
62,0,0.33529571640094413,0.46286103243788035,0.4746165448242247,0.3390091618732842,0.39123132332474253,0.3043205257277224,0.4187682429318826,0.3218229197821888,0.30063026448247204,0.3689806980455704,0.3477632866310487,0.3639308028178139,0.4490384634681842,0.3270984802039746,0.34695797992888106,0.3343434481758597,0.30634900390722286,0.307302214309448,0.28588971323883,0.32319373309949445,0.3554701777805835,0.054523623465035705
63,0,0.06368765777743979,0.06646798516262992,0.0592596947549651,0.05996254503349923,0.06458744113735967,0.045752111797490044,0.05442486966824799,0.03956900584423651,0.05212203989308101,0.065594782862688,0.04044597632521671,0.059696822520839576,0.05571714216772345,0.043367696601304004,0.06479108436999123,0.04704691244260807,0.06711625618504986,0.05028119163990034,0.06557053699095597,0.07730903697475404,0.05713853950749903,0.010005092361764356
64,0,0.05417609230287468,0.0773368476218372,0.06162763071867352,0.07237175153679036,0.05972037142853051,0.07699202680661137,0.060418581450989724,0.0597068157310573,0.06288459254935316,0.06753485821369214,0.07038184736029861,0.06547214349903294,0.05173846434606007,0.06969043932310177,0.07213423270592835,0.06982286031359139,0.06619930191842399,0.07433722654720272,0.07051718034866901,0.05794261182638622,0.06605029382745524,0.007122780405178786
65,0,0.2630981961373012,0.3171068687761272,0.2713273559111678,0.26448316727903787,0.3130505013029196,0.2404593191936458,0.24204787882998824,0.2929025802258595,0.23107901498360636,0.3563170247055008,0.3044076518821908,0.22211595175780027,0.21796048960186917,0.28673527966788065,0.30986601947851644,0.31342730416221104,0.2721546514191498,0.33446153362538844,0.2684327599396729,0.30679452295728915,0.2814114035918561,0.03751546967742135
66,0,0.11026624199172073,0.11472451014613434,0.12007721768570716,0.10656107795241368,0.11347042208557172,0.11702169604677816,0.1305844803724049,0.13611224419547704,0.08381550103389589,0.10323301284184801,0.08364222360117744,0.09834105196501336,0.11441357547356636,0.12009581471592373,0.09925625085210155,0.10570756262073147,0.09524367866439767,0.11504278924844157,0.10629667391863161,0.11731388150318078,0.10956099534575588,0.013089232442492164
